country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Guinea,2002-06-30T00:00:00Z,0,0,Political Party,Union for the Progress of Guinea (UPG),3,Government,government,1
Thailand,2011-07-03T00:00:00Z,1,1,Unknown,Unknown,NA,Party Workers,Democrat party canvasser,3
Guyana,1997-12-15T00:00:00Z,0,0,Political Party,PNC party,3,Election Commission,Elections committee,1
Mongolia,2004-06-26T00:00:00Z,0,0,Party Members,Democratic Coalition members,3,Government,Government,1
Moldova,2005-03-06T00:00:00Z,0,0,Party Members,Democratic Moldova party members,3,Government,Government,1
Sri Lanka,2010-04-08T00:00:00Z,0,0,Party Members,Democratic National Alliance members,3,Government,government,1
Ethiopia,2005-05-15T00:00:00Z,5,0,Opposition Party,Opposition,3,Government,Government,1
Guyana,1997-12-15T00:00:00Z,0,0,Political Party,PNC party,3,Government,PPP government,1
Guyana,1997-12-15T00:00:00Z,1,1,Political Party,PNC party,3,Government Leader,president,1
Albania,1997-08-01T00:00:00Z,0,0,Party Members,Democratic Party Members,3,Government,Government,1
Haiti,2000-11-26T00:00:00Z,0,0,Political Party,Convergence group,3,Government,government,1
Albania,1997-08-01T00:00:00Z,0,0,Party Members,Democratic Party Senior Member,3,Government,Government,1
Sri Lanka,2010-04-08T00:00:00Z,0,0,Party Leaders,Democratic People's Front leader,3,Government,government,1
Kyrgyzstan,2005-02-27T00:00:00Z,1,1,Civilians,female thugs,1,Party Youth,Kel-Kel youth movement,3
Algeria,1997-06-05T00:00:00Z,3,1,Civilians,Fundamentalists,4,Civilians,Civilians,2
Algeria,1991-12-26T00:00:00Z,3,1,Civilians,Fundamentalists,2,Government,Government,1
Algeria,1991-12-26T00:00:00Z,3,0,Civilians,Fundamentalists,2,Government,Government,1
Iran,2001-06-08T00:00:00Z,1,1,Civilians,fundamentalists,2,Party Leaders,Leader of reform party,3
Algeria,1991-12-26T00:00:00Z,10,1,Civilians,Fundamentalists,2,Police,Police,1
Algeria,1991-12-26T00:00:00Z,10,0,Civilians,Fundamentalists,2,Police,Police,1
Algeria,1991-12-26T00:00:00Z,2,1,Civilians,Fundamentalists,2,Military,Security forces,1
Iran,1996-03-08T00:00:00Z,0,0,Civilians,Fundamentalists/hardliners,2,Government,moderate government faction,1
Democratic Republic of the Congo,2006-07-30T00:00:00Z,1,1,Civilians,Gang members,2,Party Supporters,Supporters of Kashala,2
Jamaica,2002-10-16T00:00:00Z,1,1,Civilians,Gang Members + Angry Mob,2,Civilians,Bus Driver - Harold Collins,2
Kyrgyzstan,2010-10-10T00:00:00Z,1,1,Civilians,gangs,2,Civilians,ethnic Uzbeks,2
Egypt,2010-11-28T00:00:00Z,1,1,Civilians,Gangs,2,Media,Journalists,2
Kenya,2007-12-27T00:00:00Z,1,1,Civilians,Gangs of youth,2,Civilians,Shop and hotel owners,2
Bangladesh,2008-12-29T00:00:00Z,1,1,Civilians,garment workers,2,Government,interim government,1
Israel,1992-06-23T00:00:00Z,1,1,Civilians,Gaza Strip refugee,2,Civilians,Israeli girl,2
Bangladesh,1996-02-15T00:00:00Z,0,0,Civilians,government employees union,2,Government,Governing party BNP,1
Papua New Guinea,2002-06-15T00:00:00Z,1,1,Civilians,Governor Paul Tohian's son Richard,3,Party Members,People's Progress Party official John Malisa,3
Nigeria,2007-04-21T00:00:00Z,0,0,Civilians,Group of Nobel prize winners,2,Government,Government,1
Nepal,2008-04-10T00:00:00Z,1,1,Civilians,group of youths,2,Political Candidate,candidate from Chure-Bhawar Ekata Samaj,3
Lebanon,2009-06-07T00:00:00Z,1,1,Civilians,gunfight victim's relatives,2,Unknown,unknown,NA
Haiti,2000-05-21T00:00:00Z,1,1,Civilians,gunman,2,Police,police,1
Iraq,2005-01-30T00:00:00Z,1,1,Civilians,Gunmen,2,Police,Police Chief,1
Togo,1993-08-25T00:00:00Z,1,1,Civilians,Gunmen,2,Government Leader,President,1
Sudan,2010-04-11T00:00:00Z,2,1,Civilians,"Gunmen, Murle tribe",2,Civilians,Man,2
Sudan,2010-04-11T00:00:00Z,1,1,Civilians,"Gunmen, Murle tribe",2,Students,Students,2
Sudan,2010-04-11T00:00:00Z,1,1,Civilians,"Gunmen, Murle tribe",2,Civilians,Woman,2
Sudan,2010-04-11T00:00:00Z,1,1,Civilians,"Gunmen, Murle tribe",2,Civilians,Women,2
Hungary,2002-04-07T00:00:00Z,1,1,Civilians,Gypsies,2,Political Activists,Hungarian Justice and Life party activist,3
Yemen,2012-02-21T00:00:00Z,0,0,Civilians,Hadi supporters,2,Government Leader,President Saleh,1
Iran,2005-06-17T00:00:00Z,0,0,Media,dissident journalist,2,Government,government,1
Ethiopia,2005-05-15T00:00:00Z,0,0,Military,Security forces,1,Opposition Leaders,Opposition leaders,3
Israel,1999-05-17T00:00:00Z,0,0,Students,High school students,2,Government,Government,1
Iran,2000-02-18T00:00:00Z,1,1,Civilians,hard-line cleric,5,Civilians,pro-reformists,2
Iran,2000-02-18T00:00:00Z,0,0,Civilians,hard-line clerics,5,Government,reformist government faction,1
Iran,2000-05-05T00:00:00Z,0,0,Protestors,hard-line demonstrators,2,Government,reformist government faction,1
Iran,2001-06-08T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Former Government,former deputy interior minister,3
Iran,2001-06-08T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Political Party,islamic Iran Participation Front,3
Iran,2004-02-20T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Civilians,Nobel Peace Prize winner,2
Iran,2005-06-17T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Political Candidate,"presidential candidate, party members, & supporters",3
India,2004-04-20T00:00:00Z,1,1,Rebel Group,Hizbul Mujahedin rebels,4,Police,police,1
Iran,2001-06-08T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Students,pro-Khatami student group,2
Haiti,2000-07-09T00:00:00Z,0,0,Political Party,Convergence Group Against Fraud,3,Government,government,1
Egypt,2010-06-01T00:00:00Z,0,0,Party Supporters,El-Baradei supporter Abdel-Tawab,2,Government,Government,1
Egypt,2010-06-01T00:00:00Z,0,0,Party Supporters,El-Baradei supporters,2,Government,Government,1
Kazakhstan,1995-12-09T00:00:00Z,0,0,Political Candidate,Election candidate,2,Government,Government,1
India,1991-05-20T00:00:00Z,0,0,Political Candidate,election candidates,3,Government,government,1
Iran,2004-05-07T00:00:00Z,0,0,Election Officials,election chief,1,Government,government,1
Haiti,2011-03-20T00:00:00Z,0,0,Election Commission,election council member,1,Government,government,1
Kenya,1992-12-29T00:00:00Z,0,0,Election Officials,Election officials,1,Government,Government,1
Mozambique,1994-10-27T00:00:00Z,0,0,Election Workers,Election workers,2,Government,Government,1
Sudan,2010-04-11T00:00:00Z,0,0,Election Officials,Elections officials,2,Government,Government,1
Malaysia,2008-03-08T00:00:00Z,0,0,Political Activists,electoral reform campaigners,2,Government,Government,1
Papua New Guinea,2002-06-15T00:00:00Z,0,0,Election Workers,electoral staff,1,Government,government,1
Iran,2001-06-08T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Building,reformist coalition office,3
Iran,2004-02-20T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Government Officials,reformist MP,1
Philippines,2004-05-10T00:00:00Z,1,1,Political Activists,Estrada activists,3,Government,government,1
Iran,2001-06-08T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Party Supporters,reformist supporter,2
Iran,2005-06-17T00:00:00Z,1,1,Civilians,hard-line vigilantes,2,Party Supporters,reformist supporters,2
Iran,2005-06-17T00:00:00Z,0,0,Civilians,hard-line vigilantes,2,Party Members,Reza Khatami,3
Haiti,2000-07-09T00:00:00Z,1,1,Political Party,Democratic Consultation Group / Espace coalition,3,Political Party,ESCANP/KOREGA coalition,3
Iran,2000-02-18T00:00:00Z,0,0,Civilians,hard-liners,2,Government,government,1
Kazakhstan,1995-04-29T00:00:00Z,0,0,Former Government,Ex-Parliament members,2,Government,Government,1
Armenia,2003-03-05T00:00:00Z,0,0,Former Government,ex-prime ministers mother,3,Government,government,1
Haiti,2000-11-26T00:00:00Z,0,0,Political Party,Democratic Convergence Alliance,3,Event,elections,1
Russia,1993-12-12T00:00:00Z,0,0,Civilians,hard-liners,2,Government,president Yeltsin's government,1
Iran,2000-02-18T00:00:00Z,0,0,Civilians,hard-liners,2,Students,students,2
Latvia,2002-10-05T00:00:00Z,0,0,Civilians,health care workers,2,Government,Government,1
Poland,2000-10-08T00:00:00Z,1,1,Civilians,Henryk B.,2,Government,Kwasniewski,1
Haiti,2000-11-26T00:00:00Z,0,0,Political Party,Mochrenha party,3,Event,elections,1
Nigeria,2007-04-21T00:00:00Z,1,1,Armed Group,Thugs,NA,Police,Police sergeant,1
Pakistan,1990-10-24T00:00:00Z,1,1,Armed Group,gunmen,NA,Civilians,Son of caretaker prime minister,2
Pakistan,2008-02-18T00:00:00Z,1,1,Unknown,unidentified gunmen,NA,Party Workers,Bhutto's party (PPP) workers,3
Philippines,2001-05-14T00:00:00Z,1,1,Armed Group,armed men,NA,Election Officials,election official,1
Iran,2004-02-20T00:00:00Z,1,1,Civilians,Hezbollah movement,3,Government Officials,reformist MPs,1
India,1998-02-16T00:00:00Z,1,1,Civilians,Hindu,2,Civilians,Moslem,2
Bangladesh,2001-10-01T00:00:00Z,0,0,Civilians,Hindu community,2,Government,Government,1
India,1991-05-20T00:00:00Z,4,1,Civilians,Hindus,2,Civilians,Moslems,5
Egypt,2005-09-07T00:00:00Z,0,0,Political Activists,Femal activists,2,Government,Government,1
India,1991-05-20T00:00:00Z,4,1,Civilians,Hindus,2,Civilians,Moslems,2
Philippines,2004-05-10T00:00:00Z,2,1,Armed Group,armed men,NA,Election Officials,Election officials,1
Haiti,2006-02-07T00:00:00Z,0,0,Former Government,fired supreme court judges,1,Government,government,1
Honduras,2009-11-29T00:00:00Z,0,0,Political Party,Zelaya,2,Event,elections,1
Hungary,1994-05-08T00:00:00Z,0,0,Political Party,56-ers Federation,3,Party Workers,Workers' Party,3
Algeria,1991-12-26T00:00:00Z,0,0,Party Supporters,FIS supporters,3,Government,Government,1
Philippines,2007-05-14T00:00:00Z,2,1,Armed Group,armed men,NA,Election Officials,election officials,1
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,armed men,NA,Government,government,1
Hungary,2002-04-07T00:00:00Z,0,0,Political Party,Alliance of Free Democrats Party,3,Media,Hungarian public service tv programs (MTV),1
Iraq,2005-01-30T00:00:00Z,0,0,Party Supporters,Followers of Muqtada al-Sadr,2,Government,Government,1
Taiwan,2004-03-20T00:00:00Z,0,0,Former Government,former DPP leader,2,Government,government,1
Guinea-Bissau,2005-06-19T00:00:00Z,1,1,Former Government,Former president Kumba Yala,2,Government,Government,1
Sudan,1996-03-06T00:00:00Z,0,0,Political Candidate,Four candidates,2,Government,Government,1
Malaysia,2004-03-21T00:00:00Z,0,0,Party Supporters,Free Anwar Movement supporters,2,Government,government,1
Timor-Leste,2007-06-30T00:00:00Z,1,1,Party Supporters,Freitilin supporters,2,Government,government,1
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,armed men,NA,Media,radio station,2
Timor-Leste,2007-06-30T00:00:00Z,3,1,Party Supporters,Fretilin Party Supporters,2,Government,government,1
Timor-Leste,2007-06-30T00:00:00Z,1,1,Party Supporters,Fretilin Sympathisers,2,Government,government,1
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,armed suspects,NA,Government,government,1
Guinea,2010-11-07T00:00:00Z,0,0,Political Candidate,Fula presidential candidate,3,Government,government,1
Guinea,2010-11-07T00:00:00Z,5,1,Party Supporters,Fula supporters,2,Government,government,1
Algeria,1991-12-26T00:00:00Z,1,1,Party Supporters,Fundamentalist,2,Government,Government,1
Iran,2009-06-12T00:00:00Z,0,0,Students,Iranian students,2,Government,Iranian Government,1
India,1996-04-27T00:00:00Z,1,1,Civilians,Hindus,2,Civilians,muslims,2
Indonesia,1999-06-07T00:00:00Z,0,0,Party Members,GAS members,2,Government,Government,1
Russia,2011-12-04T00:00:00Z,0,0,Political Activists,gay rights activists,2,Government,government,1
Hungary,2002-04-07T00:00:00Z,0,0,Political Party,Hungarian Socialist Party,3,Government Leader,Vice President Laszlo Kover,1
Egypt,2005-12-01T00:00:00Z,0,0,Party Supporters,Ghad supporters,2,Government,Government,1
Indonesia,1997-05-29T00:00:00Z,1,1,Party Supporters,Golkar supporters,2,Government,Government,1
Belarus,2001-09-09T00:00:00Z,0,0,Party Supporters,Goncharik's supporters,2,Government,government,1
Nigeria,1993-06-12T00:00:00Z,0,0,Government Officials,Government officials,2,Government,Government,1
India,1996-04-27T00:00:00Z,0,0,Civilians,Hindus,2,Government Leader,Prime Minister Atal Bihari Vajpayee,1
Philippines,1995-05-08T00:00:00Z,1,1,Armed Group,attackers,NA,Government,government,1
Algeria,1995-11-16T00:00:00Z,1,1,Islamic Insurgents,Islamic fundamentalists,4,Party Workers,Campaign staff,3
Algeria,1995-11-16T00:00:00Z,12,1,Islamic Insurgents,Islamic fundamentalists,4,Civilians,Civilians,2
Thailand,2007-12-23T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Democrat Party member,3
Armenia,2008-02-19T00:00:00Z,0,0,Party Members,Heritage party MPs,3,Government,government,1
Algeria,1997-06-05T00:00:00Z,12,1,Islamic Insurgents,Islamic fundamentalists,4,Civilians,Civilians,2
Haiti,2000-05-21T00:00:00Z,0,0,Party Members,high-ranking official,3,Government,government,1
Algeria,1995-11-16T00:00:00Z,0,0,Islamic Insurgents,Islamic fundamentalists,4,Building,Election centre,NA
Algeria,1995-11-16T00:00:00Z,1,1,Islamic Insurgents,Islamic fundamentalists,4,Police,Police,1
Algeria,1995-11-16T00:00:00Z,1,1,Islamic Insurgents,Islamic fundamentalists,4,Unknown,Unknown,NA
Afghanistan,2005-09-18T00:00:00Z,54,1,Islamic Insurgents,Islamic Militants,4,Police,Police,1
Afghanistan,2005-09-18T00:00:00Z,3,1,Islamic Insurgents,Islamic militants,4,Police,Police,1
Philippines,1998-05-11T00:00:00Z,0,0,Party Supporters,Imelda Marcos supporters,2,Government,government,1
Egypt,2005-11-09T00:00:00Z,0,0,Political Candidate,Independent candiate,3,Government,Government,1
Egypt,2000-10-18T00:00:00Z,1,1,Political Candidate,Independent candiate Ashraf Badr-al-Din,3,Government,Government,1
Egypt,1995-12-06T00:00:00Z,0,0,Political Candidate,Independent candidate,3,Government,Government,1
Egypt,2000-11-08T00:00:00Z,1,1,Political Candidate,Independent candidate Hatem Dsouky Shaaban,3,Government,Government,1
Bulgaria,2001-06-17T00:00:00Z,0,0,Media,independent publishers,5,Government,government,1
Azerbaijan,2005-11-06T00:00:00Z,1,1,Civilians,hired women,2,Party Supporters,pro-government supporters preparing for rally,2
Russia,2007-12-02T00:00:00Z,0,0,Civilians,homosexuals,2,Government Leader,Moscow Mayor Yuri Luzhkov,1
Indonesia,1999-06-07T00:00:00Z,0,0,Party Members,Indonesia's Young Professionals members,2,Government,Government,1
Azerbaijan,1995-11-12T00:00:00Z,0,0,Party Members,information minister,3,Government,government,1
Philippines,2010-05-10T00:00:00Z,1,1,Armed Group,gunmen,NA,Party Workers,campaign manager Estrada,3
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,gunmen,NA,Party Workers,Campaign workers for RP,3
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,gunmen,NA,Party Workers,campaigners,3
Philippines,2001-05-14T00:00:00Z,1,1,Armed Group,gunmen,NA,Election Officials,election official,1
Philippines,2007-05-14T00:00:00Z,2,1,Armed Group,gunmen,NA,Election Officials,election officials,1
Philippines,2004-05-10T00:00:00Z,1,1,Armed Group,gunmen,NA,Government Officials,House of representatives member,1
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,gunmen,NA,Media,journalist,2
Philippines,2007-05-14T00:00:00Z,1,1,Armed Group,gunmen,NA,Media,newspaper editor,2
Philippines,2007-05-14T00:00:00Z,11,1,Armed Group,gunmen,NA,Police,police,1
Philippines,1998-05-11T00:00:00Z,1,1,Armed Group,gunmen,NA,Election Workers,poll clerks,1
Iran,2000-02-18T00:00:00Z,0,0,Media,international journalists,2,Government,government,1
Hungary,2002-04-07T00:00:00Z,0,0,Political Party,Socialist Party,3,Government Leader,Viktor Orban Prime Minister,1
India,1996-04-27T00:00:00Z,1,1,Political Party,rival factions,3,Opposition Party,rival factions,3
Iraq,2005-01-30T00:00:00Z,1,1,Al-Qaeda,insurgents al-Zarqawi,4,Government,government,1
Iraq,2005-01-30T00:00:00Z,2,1,Al-Qaeda,insurgents al-Zarqawi,4,Police,police,1
Iraq,2005-01-30T00:00:00Z,1,1,Al-Qaeda,insurgents al-Zarqawi,4,Civilians,shiites/shias,2
Philippines,1992-05-11T00:00:00Z,1,1,Armed Group,gunmen,NA,Political Candidate,Pro-Ramos candidate for congress,3
Ethiopia,2000-05-14T00:00:00Z,6,1,Military,Security forces,1,Opposition Supporters,Opposition supporters,2
Iraq,2005-12-15T00:00:00Z,1,1,Islamic Insurgents,Islamic extremist groups,4,Civilians,Shiites,2
Algeria,1997-06-05T00:00:00Z,17,1,Islamic Insurgents,Islamic extremists,4,Civilians,Civilians,2
Algeria,1999-04-15T00:00:00Z,17,1,Islamic Insurgents,Islamic extremists,4,Civilians,Civilians,2
Algeria,2002-05-30T00:00:00Z,17,1,Islamic Insurgents,Islamic extremists,4,Civilians,Civilians,2
Bangladesh,2008-12-29T00:00:00Z,2,1,Students,Islamic student group Chhatra Shibir,2,Students,student group ruling AL,2
Bangladesh,1991-02-27T00:00:00Z,2,1,Students,Islamic Students Organization,2,Students,All-Party Student Unity,2
Pakistan,1997-02-03T00:00:00Z,0,0,Party Leaders,Jamaat-i-Islami leader,3,Government,Government,1
Pakistan,1997-02-03T00:00:00Z,0,0,Party Members,Jamaat-i-Islami members,3,Government,Government,1
Algeria,1999-04-15T00:00:00Z,1,1,Islamic Insurgents,Islamic extremists,4,Civilians,Conscripts,2
Kazakhstan,1994-03-07T00:00:00Z,0,0,Media,journalist and human rights activist,2,Government,Government,1
Ethiopia,2010-05-23T00:00:00Z,2,1,Military,Soldiers,1,Opposition Supporters,Opposition supporters,2
Bangladesh,1991-02-27T00:00:00Z,0,0,Media,Journalists,2,Government,Government,1
Egypt,2000-10-18T00:00:00Z,0,0,Media,Journalists,2,Government,Government,1
Egypt,2005-09-07T00:00:00Z,0,0,Media,Journalists,2,Government,Government,1
Haiti,2000-05-21T00:00:00Z,0,0,Media,journalists,2,Government,government,1
Honduras,2009-11-29T00:00:00Z,0,0,Media,journalists,2,Government,government,1
Madagascar,2006-12-03T00:00:00Z,0,0,Media,Journalists,2,Government,Government,1
Serbia,2000-09-24T00:00:00Z,0,0,Media,journalists,2,Government,government,1
Sri Lanka,1999-12-21T00:00:00Z,0,0,Media,journalists,2,Government,government,1
Sri Lanka,2010-01-26T00:00:00Z,0,0,Media,journalists,2,Government,government,1
Sri Lanka,2000-10-10T00:00:00Z,0,0,Media,journalists and journalists associations (Free Media Movement and Sri Lanka Tamil Media Alliance ),2,Government,government,1
Belarus,2001-09-09T00:00:00Z,0,0,Media,journalists from closed newspaper,2,Government,government,1
Egypt,1999-09-26T00:00:00Z,0,0,Government ,Government,1,Civilians,Suleiman' family,2
Egypt,2000-10-18T00:00:00Z,1,1,Government ,Government,1,Muslim Brotherhood,Supporters of Moslim brotherhood,2
Sri Lanka,2000-10-10T00:00:00Z,0,0,Party Supporters,JVP (People's liberation front) supporters,3,Government,government,1
Algeria,1995-11-16T00:00:00Z,2,1,Islamic Insurgents,Islamic extremists,4,Government,Government,1
Algeria,1995-11-16T00:00:00Z,1,1,Islamic Insurgents,Islamic extremists,4,Media,Journalist and technician,2
Afghanistan,2009-08-20T00:00:00Z,54,1,Islamic Insurgents,Islamic Militants,4,Police,Police,1
Egypt,2005-09-07T00:00:00Z,1,1,Political Activists,Kefaya activists,2,Government,Government,1
India,1999-09-05T00:00:00Z,1,1,Civilians,hooligans,2,Civilians,civilians,2
Nepal,1999-05-03T00:00:00Z,1,1,Civilians,hooligans,2,Election Officials,election officials,1
